scaffold_number	gene_id	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)	annotated	novel
DS571232	EHI_074170	49232	49294	63	91.56976744	27	47.56871036	57	79.88787666	64	73.29363262	Yes	No
DS571233	NA	9715	9763	46	66.86046512	38	66.94855532	65	91.10021023	85	97.34310582	No	Yes
DS571233	EHI_025270	12200	12255	6	8.720930233	7	12.33262861	12	16.81850035	7	8.016491067	Yes	No
DS571233	EHI_025340	23867	23913	42	61.04651163	44	77.51937984	68	95.30483532	55	62.98671553	Yes	No
DS571233	NA	29439	29493	54	78.48837209	15	26.42706131	44	61.66783462	55	62.98671553	No	Yes
DS571233	EHI_025390	31196	31368	26	37.79069767	22	38.75968992	45	63.06937631	33	37.79202932	Yes	No
DS571233	EHI_025400	33475	33528	120	174.4186047	99	174.4186047	146	204.6250876	201	230.1878149	Yes	No
DS571233	EHI_025430	37721	37831	90	130.8139535	85	149.7533474	54	75.68325158	68	77.87448465	Yes	No
DS571233	EHI_025430	38043	38088	135	196.2209302	81	142.7061311	83	116.3279608	82	93.90746679	Yes	No
DS571233	EHI_025440	38717	38785	115	167.1511628	105	184.9894292	92	128.941836	79	90.47182776	Yes	No
DS571234	EHI_059850	30734	30777	8	11.62790698	11	19.37984496	13	18.22004205	13	14.88776913	Yes	No
DS571234	NA	33367	33411	12	17.44186047	19	33.47427766	9	12.61387526	23	26.33989922	No	Yes
DS571234	NA	33412	33456	20	29.06976744	13	22.90345314	10	14.01541696	29	33.21117728	No	Yes
DS571234	NA	33478	33522	8	11.62790698	9	15.85623679	8	11.21233357	23	26.33989922	No	Yes
DS571235	NA	25194	25248	22	31.97674419	14	24.66525722	41	57.46320953	25	28.63032524	No	Yes
DS571235	EHI_086100	28935	28984	35	50.87209302	6	10.57082452	27	37.84162579	20	22.90426019	Yes	No
DS571235	NA	31777	31909	17	24.70930233	26	45.80690627	9	12.61387526	26	29.77553825	No	Yes
DS571235	EHI_086140	32896	32948	22	31.97674419	29	51.09231853	11	15.41695865	16	18.32340815	Yes	No
DS571235	EHI_086200	43902	43960	152	220.9302326	166	292.4594785	232	325.1576734	302	345.8543289	Yes	No
DS571235	EHI_086210	44434	44493	12	17.44186047	34	59.90133897	36	50.45550105	30	34.35639029	Yes	No
DS571235	NA	45538	45589	17	24.70930233	7	12.33262861	30	42.04625088	38	43.51809437	No	Yes
DS571235	EHI_086220	45942	46005	46	66.86046512	6	10.57082452	43	60.26629292	54	61.84150252	Yes	No
DS571235	EHI_086240	48691	48746	63	91.56976744	50	88.09020437	83	116.3279608	72	82.45533669	Yes	No
DS571235	EHI_086250	51295	51347	26	37.79069767	4	7.04721635	24	33.6370007	37	42.37288136	Yes	No
DS571236	EHI_106240	21369	21420	54	78.48837209	89	156.8005638	83	116.3279608	107	122.537792	Yes	No
DS571236	EHI_106250	22688	22739	18	26.1627907	12	21.14164905	23	32.235459	19	21.75904718	Yes	No
DS571237	EHI_175260	14526	14592	69	100.2906977	58	102.1846371	50	70.07708479	55	62.98671553	Yes	No
DS571237	EHI_175400	21658	21725	78	113.372093	9	15.85623679	61	85.49404345	54	61.84150252	Yes	No
DS571237	EHI_175500	53195	53244	11	15.98837209	17	29.95066949	10	14.01541696	7	8.016491067	Yes	No
DS571238	EHI_053050	16957	17007	173	251.4534884	125	220.2255109	182	255.0805886	229	262.2537792	Yes	No
DS571238	EHI_053080	21451	21515	122	177.3255814	125	220.2255109	45	63.06937631	90	103.0691709	Yes	No
DS571238	EHI_053140	34333	34382	44	63.95348837	34	59.90133897	39	54.66012614	39	44.66330738	Yes	No
DS571238	EHI_053150	35550	35598	19	27.61627907	11	19.37984496	7	9.810791871	19	21.75904718	Yes	No
DS571239	EHI_095810	2570	2671	535	777.6162791	254	447.4982382	619	867.5543097	862	987.1736143	Yes	No
DS571239	EHI_095810	2921	3044	295	428.7790698	218	384.0732911	349	489.1380519	442	506.1841503	Yes	No
DS571239	EHI_095810	3551	3608	173	251.4534884	241	424.5947851	184	257.883672	228	261.1085662	Yes	No
DS571239	NA	13796	13842	125	181.6860465	176	310.0775194	171	239.66363	255	292.0293175	No	Yes
DS571239	EHI_095940	49018	49067	186	270.3488372	55	96.89922481	213	298.5283812	202	231.3330279	Yes	No
DS571240	EHI_017610	19018	19078	17	24.70930233	6	10.57082452	10	14.01541696	7	8.016491067	Yes	No
DS571240	EHI_017620	19809	19867	32	46.51162791	26	45.80690627	65	91.10021023	73	83.6005497	Yes	No
DS571240	EHI_017630	21423	21470	97	140.9883721	32	56.3777308	167	234.0574632	179	204.9931287	Yes	No
DS571240	EHI_017740	41599	41648	21	30.52325581	21	36.99788584	24	33.6370007	35	40.08245534	Yes	No
DS571240	EHI_017740	41809	41859	19	27.61627907	20	35.23608175	11	15.41695865	26	29.77553825	Yes	No
DS571240	EHI_017740	41986	42043	5	7.26744186	11	19.37984496	6	8.409250175	8	9.161704077	Yes	No
DS571241	EHI_138190	6783	6834	26	37.79069767	23	40.52149401	25	35.0385424	46	52.67979844	Yes	No
DS571241	EHI_138320	11044	11103	45	65.40697674	57	100.422833	29	40.64470918	36	41.22766835	Yes	No
DS571241	EHI_138430	32365	32420	22	31.97674419	9	15.85623679	15	21.02312544	13	14.88776913	Yes	No
DS571241	NA	34956	35010	6	8.720930233	23	40.52149401	10	14.01541696	8	9.161704077	No	Yes
DS571241	EHI_138460	36207	36254	114	165.6976744	25	44.04510218	177	248.0728802	240	274.8511223	Yes	No
DS571241	EHI_138500	41879	41941	7	10.1744186	5	8.809020437	7	9.810791871	10	11.4521301	Yes	No
DS571242	EHI_109820	13021	13083	29	42.15116279	40	70.4721635	28	39.24316748	29	33.21117728	Yes	No
DS571242	EHI_109830	13799	13849	26	37.79069767	8	14.0944327	17	23.82620883	22	25.19468621	Yes	No
DS571242	NA	13939	13986	43	62.5	19	33.47427766	37	51.85704275	23	26.33989922	No	Yes
DS571242	EHI_109840	17031	17084	39	56.68604651	34	59.90133897	69	96.70637701	110	125.9734311	Yes	No
DS571242	EHI_109960	36657	36725	28	40.69767442	51	89.85200846	13	18.22004205	14	16.03298213	Yes	No
DS571242	NA	43607	43668	8	11.62790698	9	15.85623679	6	8.409250175	8	9.161704077	No	Yes
DS571242	EHI_110010	45665	45802	49	71.22093023	12	21.14164905	60	84.09250175	51	58.40586349	Yes	No
DS571242	EHI_110010	46030	46077	192	279.0697674	56	98.66102889	178	249.4744219	169	193.5409986	Yes	No
DS571242	EHI_110020	47762	47820	94	136.627907	99	174.4186047	153	214.4358795	185	211.8644068	Yes	No
DS571242	EHI_110020	47943	47993	59	85.75581395	79	139.1825229	65	91.10021023	99	113.376088	Yes	No
DS571243	NA	4356	4420	22	31.97674419	26	45.80690627	25	35.0385424	34	38.93724233	No	Yes
DS571243	EHI_140500	6295	6345	27	39.24418605	12	21.14164905	47	65.87245971	61	69.85799359	Yes	No
DS571243	EHI_140510	7384	7468	79	114.8255814	19	33.47427766	82	114.9264191	77	88.18140174	Yes	No
DS571243	EHI_140510	9222	9277	38	55.23255814	76	133.8971106	36	50.45550105	45	51.53458543	Yes	No
DS571243	EHI_140520	9916	9966	103	149.7093023	94	165.6095842	87	121.9341275	95	108.7952359	Yes	No
DS571243	EHI_140520	10029	10075	90	130.8139535	72	126.8498943	76	106.5171689	76	87.03618873	Yes	No
DS571243	EHI_140570	14168	14229	14	20.34883721	19	33.47427766	13	18.22004205	11	12.59734311	Yes	No
DS571243	EHI_140680	36310	36368	43	62.5	53	93.37561663	50	70.07708479	54	61.84150252	Yes	No
DS571243	EHI_140770	50098	50151	40	58.13953488	23	40.52149401	64	89.69866854	71	81.31012368	Yes	No
DS571243	EHI_140770	50293	50340	28	40.69767442	35	61.66314306	44	61.66783462	69	79.01969766	Yes	No
DS571243	EHI_140770	50611	50661	31	45.05813953	40	70.4721635	68	95.30483532	50	57.26065048	Yes	No
DS571244	EHI_146150	38443	38501	107	155.5232558	100	176.1804087	124	173.7911703	111	127.1186441	Yes	No
DS571244	EHI_146180	41968	42100	1584	2302.325581	1778	3132.487667	912	1278.206027	1228	1406.321576	Yes	No
DS571244	EHI_146200	45365	45480	60	87.20930233	69	121.564482	121	169.5865452	122	139.7159872	Yes	No
DS571245	EHI_052750	10911	10959	35	50.87209302	29	51.09231853	10	14.01541696	29	33.21117728	Yes	No
DS571245	NA	32635	32692	28	40.69767442	5	8.809020437	26	36.44008409	29	33.21117728	No	Yes
DS571246	EHI_163530	9910	9971	541	786.3372093	654	1152.219873	798	1118.430273	962	1101.694915	Yes	No
DS571246	EHI_163570	16787	16841	82	119.1860465	106	186.7512333	87	121.9341275	106	121.392579	Yes	No
DS571246	EHI_163570	17251	17310	100	145.3488372	81	142.7061311	162	227.0497547	187	214.1548328	Yes	No
DS571246	EHI_163710	33935	33983	78	113.372093	109	192.0366455	86	120.5325858	108	123.683005	Yes	No
DS571246	EHI_163760	41921	41985	22	31.97674419	20	35.23608175	41	57.46320953	53	60.69628951	Yes	No
DS571247	EHI_016390	19969	20027	113	164.244186	91	160.324172	85	119.1310441	95	108.7952359	Yes	No
DS571247	EHI_016400	20728	20836	41	59.59302326	6	10.57082452	33	46.25087596	21	24.0494732	Yes	No
DS571247	EHI_016410	23643	23718	203	295.0581395	67	118.0408739	121	169.5865452	99	113.376088	Yes	No
DS571247	NA	32871	32965	14	20.34883721	10	17.61804087	7	9.810791871	9	10.30691709	No	Yes
DS571247	EHI_016460	32871	32970	256	372.0930233	240	422.832981	310	434.4779257	373	427.1644526	Yes	No
DS571248	NA	14743	14819	13	18.89534884	7	12.33262861	12	16.81850035	17	19.46862116	No	Yes
DS571248	EHI_200700	16400	16441	10	14.53488372	8	14.0944327	17	23.82620883	19	21.75904718	Yes	No
DS571248	EHI_200780	26726	26780	22	31.97674419	23	40.52149401	23	32.235459	26	29.77553825	Yes	No
DS571248	EHI_200800	31147	31242	999	1452.034884	1285	2263.918252	789	1105.816398	1112	1273.476867	Yes	No
DS571249	EHI_185230	9652	9707	9	13.08139535	4	7.04721635	5	7.007708479	6	6.871278058	Yes	No
DS571249	EHI_185270	35031	35087	14	20.34883721	5	8.809020437	20	28.03083392	15	17.17819514	Yes	No
DS571249	NA	40025	40065	73	106.1046512	73	128.6116984	72	100.9110021	108	123.683005	No	Yes
DS571250	EHI_195060	37547	37606	152	220.9302326	225	396.4059197	151	211.6327961	198	226.7521759	Yes	No
DS571250	EHI_195090	41228	41286	30	43.60465116	15	26.42706131	28	39.24316748	33	37.79202932	Yes	No
DS571250	EHI_195140	48077	48138	1010	1468.023256	1128	1987.315011	1059	1484.232656	1108	1268.896015	Yes	No
DS571252	NA	32095	32141	19	27.61627907	18	31.71247357	9	12.61387526	14	16.03298213	No	Yes
DS571252	NA	35700	36077	7	10.1744186	6	10.57082452	21	29.43237561	19	21.75904718	No	Yes
DS571253	EHI_030090	5325	5399	33	47.96511628	30	52.85412262	44	61.66783462	42	48.0989464	Yes	No
DS571253	NA	5958	6016	18	26.1627907	21	36.99788584	26	36.44008409	29	33.21117728	No	Yes
DS571253	EHI_030100	6135	6178	14	20.34883721	24	42.2832981	11	15.41695865	21	24.0494732	Yes	No
DS571253	EHI_030160	20694	20750	57	82.84883721	49	86.32840028	78	109.3202523	95	108.7952359	Yes	No
DS571253	EHI_030460	40554	40614	99	143.8953488	125	220.2255109	111	155.5711282	125	143.1516262	Yes	No
DS571254	EHI_140130	2266	2323	242	351.744186	311	547.9210712	58	81.28941836	46	52.67979844	Yes	No
DS571254	EHI_140130	5773	5830	147	213.6627907	4	7.04721635	47	65.87245971	50	57.26065048	Yes	No
DS571254	EHI_140170	13319	13372	869	1263.081395	1260	2219.87315	1152	1614.576034	1186	1358.222629	Yes	No
DS571254	EHI_140240	22823	22878	372	540.6976744	404	711.7688513	315	441.4856342	384	439.7617957	Yes	No
DS571254	EHI_140280	27877	27928	10	14.53488372	9	15.85623679	13	18.22004205	10	11.4521301	Yes	No
DS571254	EHI_140330	37666	37712	56	81.39534884	11	19.37984496	32	44.84933427	52	59.5510765	Yes	No
DS571255	EHI_097910	18762	18823	50	72.6744186	43	75.75757576	97	135.9495445	109	124.828218	Yes	No
DS571255	EHI_097920	19387	19445	76	110.4651163	80	140.944327	105	147.1618781	91	104.2143839	Yes	No
DS571255	EHI_097970	27809	27865	15	21.80232558	9	15.85623679	22	30.83391731	30	34.35639029	Yes	No
DS571255	EHI_097970	28638	28687	6	8.720930233	9	15.85623679	5	7.007708479	6	6.871278058	Yes	No
DS571256	EHI_048170	16973	17031	639	928.7790698	906	1596.194503	775	1086.194814	1156	1323.866239	Yes	No
DS571256	EHI_048210	22242	22311	132	191.8604651	68	119.8026779	192	269.0960056	247	282.8676134	Yes	No
DS571256	EHI_048230	31075	31126	14	20.34883721	12	21.14164905	20	28.03083392	15	17.17819514	Yes	No
DS571256	EHI_048250	34937	35002	30	43.60465116	14	24.66525722	10	14.01541696	18	20.61383417	Yes	No
DS571256	EHI_048250	35311	35358	18	26.1627907	21	36.99788584	24	33.6370007	24	27.48511223	Yes	No
DS571256	EHI_048260	35732	35797	188	273.255814	200	352.3608175	277	388.2270498	354	405.4054054	Yes	No
DS571256	EHI_048260	35951	36009	39	56.68604651	40	70.4721635	66	92.50175193	56	64.13192854	Yes	No
DS571257	EHI_156210	5168	5221	41	59.59302326	8	14.0944327	74	103.7140855	61	69.85799359	Yes	No
DS571257	EHI_156210	5395	5485	53	77.03488372	14	24.66525722	61	85.49404345	74	84.74576271	Yes	No
DS571257	EHI_156210	5607	5673	73	106.1046512	14	24.66525722	71	99.50946041	109	124.828218	Yes	No
DS571257	EHI_156290	14864	14927	79	114.8255814	74	130.3735025	47	65.87245971	80	91.61704077	Yes	No
DS571257	EHI_156340	27007	27058	14	20.34883721	5	8.809020437	6	8.409250175	10	11.4521301	Yes	No
DS571257	EHI_156340	27141	27192	9	13.08139535	6	10.57082452	6	8.409250175	7	8.016491067	Yes	No
DS571257	EHI_156420	42461	42532	45	65.40697674	42	73.99577167	87	121.9341275	73	83.6005497	Yes	No
DS571259	EHI_041900	2155	2211	57	82.84883721	34	59.90133897	67	93.90329362	100	114.521301	Yes	No
DS571259	EHI_042190	33098	33147	104	151.1627907	106	186.7512333	160	224.2466713	163	186.6697206	Yes	No
DS571259	EHI_042190	33289	33345	53	77.03488372	72	126.8498943	67	93.90329362	67	76.72927164	Yes	No
DS571259	EHI_042220	39707	39757	61	88.6627907	55	96.89922481	7	9.810791871	7	8.016491067	Yes	No
DS571260	EHI_138770	16034	16089	5	7.26744186	5	8.809020437	5	7.007708479	7	8.016491067	Yes	No
DS571260	EHI_138800	17866	18089	8	11.62790698	6	10.57082452	21	29.43237561	19	21.75904718	Yes	No
DS571260	EHI_138800	18217	18282	15	21.80232558	4	7.04721635	31	43.44779257	41	46.95373339	Yes	No
DS571260	EHI_138970	28448	28576	19	27.61627907	23	40.52149401	19	26.62929222	24	27.48511223	Yes	No
DS571260	EHI_138980	29162	29237	53	77.03488372	47	82.80479211	25	35.0385424	28	32.06596427	Yes	No
DS571260	EHI_138990	33765	33877	57	82.84883721	4	7.04721635	47	65.87245971	54	61.84150252	Yes	No
DS571260	EHI_139030	37901	38086	283	411.3372093	117	206.1310782	293	410.6517169	382	437.4713697	Yes	No
DS571260	EHI_139040	38727	38787	163	236.9186047	37	65.18675123	225	315.3468816	264	302.3362345	Yes	No
DS571260	EHI_139060	41166	41223	40	58.13953488	26	45.80690627	28	39.24316748	25	28.63032524	Yes	No
DS571261	EHI_031300	28005	28051	34	49.41860465	15	26.42706131	33	46.25087596	52	59.5510765	Yes	No
DS571261	NA	31611	31666	10	14.53488372	9	15.85623679	15	21.02312544	18	20.61383417	No	Yes
DS571261	EHI_031330	33249	33310	59	85.75581395	79	139.1825229	64	89.69866854	90	103.0691709	Yes	No
DS571261	EHI_031400	44319	44393	363	527.6162791	343	604.298802	638	894.183602	728	833.715071	Yes	No
DS571261	NA	46021	46064	13	18.89534884	32	56.3777308	22	30.83391731	11	12.59734311	No	Yes
DS571262	EHI_189430	13672	13741	89	129.3604651	121	213.1782946	53	74.28170988	56	64.13192854	Yes	No
DS571263	EHI_168040	1088	1136	13	18.89534884	14	24.66525722	15	21.02312544	20	22.90426019	Yes	No
DS571263	EHI_168220	9739	9792	20	29.06976744	67	118.0408739	33	46.25087596	69	79.01969766	Yes	No
DS571263	EHI_168220	9929	9974	67	97.38372093	74	130.3735025	65	91.10021023	87	99.63353184	Yes	No
DS571263	EHI_168280	21420	21464	15	21.80232558	10	17.61804087	36	50.45550105	28	32.06596427	Yes	No
DS571263	EHI_168290	21836	21899	58	84.30232558	53	93.37561663	119	166.7834618	114	130.5542831	Yes	No
DS571263	EHI_168300	22505	22550	142	206.3953488	111	195.5602537	314	440.0840925	389	445.4878607	Yes	No
DS571263	EHI_168380	33365	33433	68	98.8372093	71	125.0880902	176	246.6713385	223	255.3825011	Yes	No
DS571263	EHI_168380	33499	33549	56	81.39534884	69	121.564482	157	220.0420463	195	223.3165369	Yes	No
DS571264	NA	4824	4883	121	175.872093	77	135.6589147	176	246.6713385	196	224.4617499	No	Yes
DS571264	NA	4977	5052	16	23.25581395	8	14.0944327	15	21.02312544	27	30.92075126	No	Yes
DS571264	NA	17252	17305	136	197.6744186	141	248.4143763	129	180.7988788	183	209.5739808	No	Yes
DS571264	EHI_095080	17566	17619	51	74.12790698	85	149.7533474	61	85.49404345	45	51.53458543	Yes	No
DS571264	EHI_095160	37248	37318	11	15.98837209	18	31.71247357	17	23.82620883	17	19.46862116	Yes	No
DS571264	NA	39953	40055	64	93.02325581	33	58.13953488	55	77.08479327	68	77.87448465	No	Yes
DS571264	NA	40107	40194	17	24.70930233	15	26.42706131	15	21.02312544	18	20.61383417	No	Yes
DS571265	EHI_193370	19459	19556	25	36.3372093	9	15.85623679	32	44.84933427	24	27.48511223	Yes	No
DS571265	EHI_193370	20140	20203	12	17.44186047	11	19.37984496	23	32.235459	15	17.17819514	Yes	No
DS571265	EHI_193370	20483	20531	6	8.720930233	10	17.61804087	17	23.82620883	20	22.90426019	Yes	No
DS571265	NA	20702	20766	10	14.53488372	16	28.1888654	10	14.01541696	13	14.88776913	No	Yes
DS571265	EHI_193490	36796	36844	52	75.58139535	32	56.3777308	84	117.7295025	81	92.76225378	Yes	No
DS571266	EHI_028950	15685	15744	52	75.58139535	114	200.845666	46	64.47091801	69	79.01969766	Yes	No
DS571266	EHI_028970	21408	21464	13	18.89534884	7	12.33262861	11	15.41695865	15	17.17819514	Yes	No
DS571266	EHI_028990	25845	25899	445	646.8023256	474	835.0951374	458	641.9060967	651	745.5336693	Yes	No
DS571266	EHI_029020	30659	30725	77	111.9186047	115	202.60747	67	93.90329362	97	111.0856619	Yes	No
DS571266	EHI_029030	31106	31157	96	139.5348837	110	193.7984496	152	213.0343378	195	223.3165369	Yes	No
DS571267	NA	29237	29294	46	66.86046512	42	73.99577167	28	39.24316748	49	56.11543747	No	Yes
DS571267	EHI_119300	29681	29728	60	87.20930233	25	44.04510218	86	120.5325858	92	105.3595969	Yes	No
DS571267	EHI_119320	37517	37561	43	62.5	11	19.37984496	63	88.29712684	58	66.42235456	Yes	No
DS571268	EHI_035250	38225	38274	148	215.1162791	114	200.845666	98	137.3510862	98	112.2308749	Yes	No
DS571268	EHI_035270	44878	44934	76	110.4651163	61	107.4700493	115	161.177295	109	124.828218	Yes	No
DS571269	EHI_141050	18210	18263	16	23.25581395	16	28.1888654	33	46.25087596	43	49.24415941	Yes	No
DS571270	EHI_127810	1923	1968	64	93.02325581	81	142.7061311	140	196.2158374	141	161.4750344	Yes	No
DS571270	EHI_127850	12708	12762	13	18.89534884	16	28.1888654	6	8.409250175	6	6.871278058	Yes	No
DS571270	EHI_128110	21751	21801	118	171.5116279	61	107.4700493	223	312.5437982	308	352.725607	Yes	No
DS571270	EHI_128150	31042	31094	200	290.6976744	201	354.1226216	168	235.4590049	220	251.9468621	Yes	No
DS571270	EHI_128160	32551	32615	180	261.627907	146	257.2233968	69	96.70637701	80	91.61704077	Yes	No
DS571270	EHI_128200	41387	41433	32	46.51162791	20	35.23608175	8	11.21233357	13	14.88776913	Yes	No
DS571271	NA	15233	15288	13	18.89534884	12	21.14164905	17	23.82620883	10	11.4521301	No	Yes
DS571271	EHI_078220	22998	23069	24	34.88372093	16	28.1888654	40	56.06166783	35	40.08245534	Yes	No
DS571272	EHI_178010	15575	15621	136	197.6744186	90	158.5623679	178	249.4744219	178	203.8479157	Yes	No
DS571272	EHI_178020	16582	16628	42	61.04651163	4	7.04721635	28	39.24316748	23	26.33989922	Yes	No
DS571272	NA	19137	19186	17	24.70930233	26	45.80690627	5	7.007708479	6	6.871278058	No	Yes
DS571272	EHI_178080	31813	31860	265	385.1744186	221	389.3587033	245	343.3777155	333	381.3559322	Yes	No
DS571272	EHI_178090	32259	32314	19	27.61627907	14	24.66525722	11	15.41695865	9	10.30691709	Yes	No
DS571273	EHI_111730	20163	20215	29	42.15116279	22	38.75968992	17	23.82620883	17	19.46862116	Yes	No
DS571273	EHI_111800	30177	30222	94	136.627907	19	33.47427766	61	85.49404345	72	82.45533669	Yes	No
DS571273	EHI_111840	33731	34002	41	59.59302326	30	52.85412262	82	114.9264191	110	125.9734311	Yes	No
DS571273	NA	33950	34002	7	10.1744186	10	17.61804087	8	11.21233357	13	14.88776913	No	Yes
DS571273	EHI_111850	38166	38212	30	43.60465116	18	31.71247357	70	98.10791871	71	81.31012368	Yes	No
DS571275	EHI_081250	9430	9478	33	47.96511628	56	98.66102889	19	26.62929222	14	16.03298213	Yes	No
DS571275	EHI_081270	12722	12771	240	348.8372093	179	315.3629316	375	525.5781359	395	452.3591388	Yes	No
DS571275	EHI_081270	13051	13108	265	385.1744186	319	562.0155039	379	531.1843027	457	523.3623454	Yes	No
DS571275	EHI_081300	18301	18352	59	85.75581395	65	114.5172657	61	85.49404345	59	67.56756757	Yes	No
DS571275	EHI_081330	20276	20337	356	517.4418605	168	295.9830867	521	730.2032235	660	755.8405863	Yes	No
DS571275	EHI_081370	26188	26247	99	143.8953488	116	204.3692741	103	144.3587947	140	160.3298213	Yes	No
DS571275	EHI_081390	29103	29150	33	47.96511628	51	89.85200846	11	15.41695865	12	13.74255612	Yes	No
DS571275	EHI_081400	30809	30866	30	43.60465116	14	24.66525722	45	63.06937631	46	52.67979844	Yes	No
DS571276	EHI_121720	4026	4074	35	50.87209302	26	45.80690627	42	58.86475123	43	49.24415941	Yes	No
DS571276	EHI_121850	32395	32469	63	91.56976744	22	38.75968992	62	86.89558514	74	84.74576271	Yes	No
DS571276	EHI_121860	33386	33436	208	302.3255814	195	343.551797	220	308.3391731	235	269.1250573	Yes	No
DS571276	EHI_121860	33567	33627	203	295.0581395	152	267.7942213	224	313.9453399	258	295.4649565	Yes	No
DS571276	EHI_121880	34920	35159	165	239.8255814	59	103.9464412	325	455.5010512	398	455.7947778	Yes	No
DS571276	EHI_121880	35244	35357	173	251.4534884	62	109.2318534	347	486.3349685	394	451.2139258	Yes	No
DS571277	NA	25758	25814	38	55.23255814	29	51.09231853	45	63.06937631	52	59.5510765	No	Yes
DS571277	EHI_131960	26181	26231	36	52.3255814	33	58.13953488	50	70.07708479	56	64.13192854	Yes	No
DS571277	EHI_131960	26366	26418	30	43.60465116	33	58.13953488	47	65.87245971	37	42.37288136	Yes	No
DS571277	NA	41346	41484	52	75.58139535	63	110.9936575	68	95.30483532	110	125.9734311	No	Yes
DS571278	EHI_058500	18787	18860	8	11.62790698	7	12.33262861	23	32.235459	20	22.90426019	Yes	No
DS571278	EHI_058670	29140	29192	13	18.89534884	19	33.47427766	13	18.22004205	9	10.30691709	Yes	No
DS571278	EHI_058670	29470	29544	16	23.25581395	5	8.809020437	6	8.409250175	9	10.30691709	Yes	No
DS571278	EHI_058800	33129	33181	31	45.05813953	38	66.94855532	27	37.84162579	26	29.77553825	Yes	No
DS571278	EHI_058810	33947	33991	97	140.9883721	75	132.1353066	187	262.0882971	214	245.0755841	Yes	No
DS571278	EHI_058810	34147	34229	84	122.0930233	65	114.5172657	123	172.3896286	156	178.6532295	Yes	No
DS571279	EHI_110950	803	851	78	113.372093	46	81.04298802	106	148.5634198	134	153.4585433	Yes	No
DS571279	EHI_110970	3649	3694	182	264.5348837	238	419.3093728	139	194.8142957	126	144.2968392	Yes	No
DS571279	NA	10143	10190	23	33.43023256	12	21.14164905	16	22.42466713	18	20.61383417	No	Yes
DS571279	EHI_111200	33622	33675	179	260.1744186	52	91.61381254	64	89.69866854	63	72.14841961	Yes	No
DS571279	EHI_111230	42370	42427	12	17.44186047	6	10.57082452	26	36.44008409	32	36.64681631	Yes	No
DS571280	EHI_001840	20399	20452	27	39.24418605	11	19.37984496	67	93.90329362	58	66.42235456	Yes	No
DS571280	EHI_001860	21566	21628	26	37.79069767	43	75.75757576	33	46.25087596	28	32.06596427	Yes	No
DS571280	EHI_001890	24507	24578	10	14.53488372	8	14.0944327	14	19.62158374	17	19.46862116	Yes	No
DS571281	EHI_122730	6112	6161	122	177.3255814	112	197.3220578	145	203.2235459	225	257.6729272	Yes	No
DS571281	EHI_122860	25453	25500	14	20.34883721	4	7.04721635	25	35.0385424	17	19.46862116	Yes	No
DS571281	EHI_122870	26061	26132	46	66.86046512	73	128.6116984	55	77.08479327	51	58.40586349	Yes	No
DS571282	EHI_040590	12682	12729	115	167.1511628	55	96.89922481	136	190.6096706	171	195.8314246	Yes	No
DS571282	EHI_040670	26325	26406	22	31.97674419	4	7.04721635	14	19.62158374	18	20.61383417	Yes	No
DS571282	EHI_040670	26459	26516	9	13.08139535	6	10.57082452	10	14.01541696	25	28.63032524	Yes	No
DS571283	EHI_129740	1513	1575	123	178.7790698	138	243.1289641	93	130.3433777	129	147.7324782	Yes	No
DS571283	EHI_129760	3146	3189	521	757.2674419	283	498.5905567	413	578.8367204	550	629.8671553	Yes	No
DS571283	EHI_129760	3357	3407	212	308.1395349	118	207.8928823	201	281.7098809	170	194.6862116	Yes	No
DS571284	EHI_070690	14889	14935	29	42.15116279	42	73.99577167	13	18.22004205	25	28.63032524	Yes	No
DS571284	EHI_070690	15614	15658	19	27.61627907	8	14.0944327	10	14.01541696	8	9.161704077	Yes	No
DS571284	EHI_070690	15787	15839	18	26.1627907	7	12.33262861	10	14.01541696	10	11.4521301	Yes	No
DS571284	NA	31765	31821	14	20.34883721	21	36.99788584	8	11.21233357	14	16.03298213	No	Yes
DS571284	NA	31765	31823	12	17.44186047	4	7.04721635	5	7.007708479	9	10.30691709	No	Yes
DS571286	NA	26182	26237	32	46.51162791	46	81.04298802	21	29.43237561	13	14.88776913	No	Yes
DS571286	EHI_026410	30268	30319	3217	4675.872093	4474	7882.311487	3644	5107.21794	5112	5854.328905	Yes	No
DS571286	NA	30838	30889	6	8.720930233	14	24.66525722	6	8.409250175	11	12.59734311	No	Yes
DS571286	EHI_026420	30838	30897	218	316.8604651	212	373.5024665	359	503.1534688	361	413.4218965	Yes	No
DS571286	EHI_026440	32626	32859	756	1098.837209	648	1141.649049	978	1370.707779	1084	1241.410902	Yes	No
DS571287	NA	10231	10353	6	8.720930233	7	12.33262861	15	21.02312544	17	19.46862116	No	Yes
DS571287	EHI_136990	12390	12438	57	82.84883721	54	95.13742072	69	96.70637701	76	87.03618873	Yes	No
DS571287	EHI_137000	12925	13099	99	143.8953488	35	61.66314306	81	113.5248774	122	139.7159872	Yes	No
DS571287	EHI_137000	13244	13396	127	184.5930233	36	63.42494715	74	103.7140855	88	100.7787448	Yes	No
DS571287	EHI_137110	31152	31198	341	495.6395349	517	910.8527132	196	274.7021724	303	346.9995419	Yes	No
