scaffold_number	gene_id	rna_id	rna_type	rna_start	rna_end	intron_start	intron_end	+/-
DS571197	EHI_006680	EHI_006680A	mRNA	9594	10341	9708	9753	+
DS571198	EHI_024610	EHI_024610A	mRNA	58997	63589	60898	60948	-
DS571167	EHI_159540	EHI_159540A	mRNA	41524	42055	41752	41803	-
DS571232	EHI_074040	EHI_074040A	mRNA	16744	17819	16956	17002	+
DS571191	EHI_194230	EHI_194230A	mRNA	17391	18205	17535	17599	+
DS571197	EHI_006770	EHI_006770A	mRNA	26122	26863	26704	26749	-
DS571147	EHI_044670	EHI_044670A	mRNA	29880	30654	29946	30126	+
DS571495	EHI_075540	EHI_075540A	mRNA	3444	5835	3604	3655	+
DS571799	EHI_003690	EHI_003690A	mRNA	1808	3390	1923	1990	+
DS571219	EHI_169100	EHI_169100A	mRNA	26301	26889	26766	26880	-
DS572582	EHI_038440	EHI_038440A	mRNA	436	854	739	830	-
DS571215	EHI_027610	EHI_027610A	mRNA	26312	26614	26337	26399	+
DS571304	EHI_161960	EHI_161960A	mRNA	24980	27398	25409	25489	+
DS571304	EHI_161960	EHI_161960A	mRNA	24980	27398	25591	25708	+
DS571171	EHI_073360	EHI_073360A	mRNA	13936	14697	14326	14391	-
DS571158	EHI_103530	EHI_103530A	mRNA	61890	63091	62253	62311	-
DS571175	EHI_177020	EHI_177020A	mRNA	15173	16020	15299	15411	+
DS571196	EHI_064520	EHI_064520A	mRNA	38440	39254	39067	39134	-
DS571165	EHI_198960	EHI_198960A	mRNA	79494	80733	79711	79812	-
DS571165	EHI_198960	EHI_198960A	mRNA	79494	80733	80253	80307	-
DS571191	EHI_194420	EHI_194420A	mRNA	43142	44266	43631	43679	-
DS571191	EHI_194420	EHI_194420A	mRNA	43142	44266	43776	43828	-
DS571288	EHI_181160	EHI_181160A	mRNA	15521	17061	16820	16884	+
DS571205	EHI_107260	EHI_107260A	mRNA	56800	57757	57052	57124	-
DS571145	EHI_151740	EHI_151740A	mRNA	132689	134838	134520	134560	+
DS571162	EHI_155330	EHI_155330A	mRNA	36479	37111	36641	36692	-
DS571162	EHI_155330	EHI_155330A	mRNA	36479	37111	36768	36821	-
DS571162	EHI_155330	EHI_155330A	mRNA	36479	37111	36960	37030	-
DS571211	EHI_084700	EHI_084700A	mRNA	16276	17155	16874	16940	+
DS571223	EHI_158060	EHI_158060A	mRNA	16128	16945	16587	16636	+
DS571272	EHI_178030	EHI_178030A	mRNA	19892	21489	21321	21376	+
DS571486	EHI_017050	EHI_017050A	mRNA	11697	13175	11973	12056	+
DS571145	EHI_151470	EHI_151470A	mRNA	70070	72106	71619	71680	-
DS571145	EHI_151470	EHI_151470A	mRNA	70070	72106	71896	71953	-
DS571146	EHI_148720	EHI_148720A	mRNA	139397	140462	139493	139551	+
DS571146	EHI_148720	EHI_148720A	mRNA	139397	140462	139609	139716	+
DS571146	EHI_148720	EHI_148720A	mRNA	139397	140462	139775	139959	+
DS571151	EHI_110460	EHI_110460A	mRNA	73678	74238	73913	73964	+
DS571151	EHI_110460	EHI_110460A	mRNA	73678	74238	74076	74137	+
DS571199	EHI_008760	EHI_008760A	mRNA	62334	64929	64722	64773	+
DS571240	EHI_017620	EHI_017620A	mRNA	19667	20283	19809	19867	+
DS571190	EHI_038980	EHI_038980A	mRNA	69303	70201	69441	69489	+
DS571190	EHI_038980	EHI_038980A	mRNA	69303	70201	69569	69619	+
DS571190	EHI_038980	EHI_038980A	mRNA	69303	70201	69766	69825	+
DS571190	EHI_038980	EHI_038980A	mRNA	69303	70201	70024	70081	+
DS571313	EHI_056390	EHI_056390A	mRNA	7017	7840	7623	7684	-
DS571317	EHI_192090	EHI_192090A	mRNA	20850	21374	20853	20907	+
DS571150	EHI_068630	EHI_068630A	mRNA	157490	159206	158902	158962	+
DS571414	EHI_080730	EHI_080730A	mRNA	10581	11498	10814	10871	-
DS571165	EHI_199090	EHI_199090A	mRNA	107801	109069	107850	107909	+
DS571165	EHI_199090	EHI_199090A	mRNA	107801	109069	108009	108056	+
DS571196	EHI_064550	EHI_064550A	mRNA	42819	43341	43155	43206	+
DS571175	EHI_177380	EHI_177380A	mRNA	48207	49201	48352	48404	+
DS571400	EHI_091450	EHI_091450A	mRNA	783	2794	2427	2485	-
DS571160	EHI_126000	EHI_126000A	mRNA	81990	83112	82502	82562	+
DS571416	EHI_055420	EHI_055420A	mRNA	15861	16896	16650	16710	-
DS571147	EHI_045530	EHI_045530A	mRNA	165901	166884	166700	166759	-
DS571482	EHI_196520	EHI_196520A	mRNA	934	1359	1178	1231	-
DS571257	EHI_156340	EHI_156340A	mRNA	26875	28139	27007	27058	+
DS571257	EHI_156340	EHI_156340A	mRNA	26875	28139	27141	27192	+
DS571374	EHI_147000	EHI_147000A	mRNA	17732	18243	18031	18092	+
DS571404	EHI_187600	EHI_187600A	mRNA	5329	6611	5800	5954	-
DS571206	EHI_188130	EHI_188130A	mRNA	32781	33095	32984	33046	+
DS571452	EHI_075160	EHI_075160A	mRNA	5406	6621	6486	6540	-
DS571441	EHI_089880	EHI_089880A	mRNA	6687	7950	6921	7221	+
EH4259	EHI_202350	EHI_202350A	mRNA	1	438	89	151	+
DS571152	EHI_049360	EHI_049360A	mRNA	14512	14936	14695	14741	+
DS571243	EHI_140770	EHI_140770A	mRNA	50070	50771	50098	50151	+
DS571243	EHI_140770	EHI_140770A	mRNA	50070	50771	50293	50340	+
DS571243	EHI_140770	EHI_140770A	mRNA	50070	50771	50611	50661	+
DS571233	EHI_025340	EHI_025340A	mRNA	23720	24072	23867	23913	+
DS571159	EHI_187100	EHI_187100A	mRNA	100358	100689	100451	100503	-
DS571163	EHI_096700	EHI_096700A	mRNA	101379	102822	102390	102483	-
DS571275	EHI_081300	EHI_081300A	mRNA	18026	18566	18301	18352	+
DS571149	EHI_050920	EHI_050920A	mRNA	141616	143219	141711	141778	-
DS571379	EHI_120630	EHI_120630A	mRNA	12290	19954	19532	19621	-
DS571201	EHI_100460	EHI_100460A	mRNA	63661	64907	64157	64234	-
DS571201	EHI_100460	EHI_100460A	mRNA	63661	64907	64519	64604	-
DS571145	EHI_153010	EHI_153010A	mRNA	363605	364475	363786	363837	-
DS571146	EHI_148900	EHI_148900A	mRNA	179290	180781	180451	180502	-
DS571394	EHI_075700	EHI_075700A	mRNA	16254	17052	16567	16627	-
DS571394	EHI_075700	EHI_075700A	mRNA	16254	17052	16917	16990	-
DS571272	EHI_178020	EHI_178020A	mRNA	16459	19034	16582	16628	+
DS571272	EHI_178020	EHI_178020A	mRNA	16459	19034	16944	17012	+
DS571145	EHI_153280	EHI_153280A	mRNA	418403	419315	418504	418555	+
DS571164	EHI_069550	EHI_069550A	mRNA	118760	119438	119258	119312	+
DS571372	EHI_056130	EHI_056130A	mRNA	13583	14890	13924	13984	-
DS571372	EHI_056130	EHI_056130A	mRNA	13583	14890	14220	14389	-
DS571152	EHI_049540	EHI_049540A	mRNA	53749	54937	54733	54781	+
DS571227	EHI_005900	EHI_005900A	mRNA	11856	12518	12380	12448	+
DS571191	EHI_194590	EHI_194590A	mRNA	67589	70943	70619	70700	-
DS571246	EHI_163610	EHI_163610A	mRNA	23865	24555	23966	24038	+
DS571158	EHI_103400	EHI_103400A	mRNA	38366	40854	38714	38759	+
DS572020	EHI_165920	EHI_165920A	mRNA	32	1442	91	145	-
DS571195	EHI_005050	EHI_005050A	mRNA	56298	57822	57692	57740	-
DS571162	EHI_155730	EHI_155730A	mRNA	117184	118212	117752	117808	-
DS571177	EHI_166810	EHI_166810A	mRNA	8476	11153	10595	10647	+
DS571440	EHI_039590	EHI_039590A	mRNA	7092	8605	7314	7375	-
DS571315	EHI_189850	EHI_189850A	mRNA	4144	5769	5571	5705	-
DS571959	EHI_033450	EHI_033450A	mRNA	27	1162	523	626	+
DS571375	EHI_113200	EHI_113200A	mRNA	8741	11060	10534	10672	-
DS571274	EHI_154150	EHI_154150A	mRNA	11178	12352	11583	11710	-
DS571227	EHI_006160	EHI_006160A	mRNA	53249	53775	53344	53400	-
DS571227	EHI_006160	EHI_006160A	mRNA	53249	53775	53495	53595	-
DS571238	EHI_053140	EHI_053140A	mRNA	34006	34604	34333	34382	-
DS571193	EHI_134650	EHI_134650A	mRNA	39374	40568	39592	39646	-
DS571205	EHI_107140	EHI_107140A	mRNA	33068	33730	33361	33409	-
DS571205	EHI_107140	EHI_107140A	mRNA	33068	33730	33570	33622	-
DS571178	EHI_008050	EHI_008050A	mRNA	57174	59081	58853	58897	-
DS571296	EHI_099250	EHI_099250A	mRNA	17472	18536	17535	17585	+
DS571146	EHI_148210	EHI_148210A	mRNA	34287	35660	34794	34856	-
DS571199	EHI_008580	EHI_008580A	mRNA	27809	29536	29103	29158	-
DS571199	EHI_008580	EHI_008580A	mRNA	27809	29536	29377	29443	-
DS571247	EHI_016410	EHI_016410A	mRNA	23509	25033	23643	23718	+
DS571166	EHI_127390	EHI_127390A	mRNA	94203	95764	95637	95692	-
DS571236	EHI_106260	EHI_106260A	mRNA	23115	30755	29816	29857	-
DS571381	EHI_086550	EHI_086550A	mRNA	13489	13944	13771	13824	-
DS571261	EHI_031400	EHI_031400A	mRNA	43833	44396	44319	44393	-
DS571187	EHI_138010	EHI_138010A	mRNA	76415	77712	77550	77593	-
DS571152	EHI_049570	EHI_049570A	mRNA	57170	59170	57372	57434	+
DS571160	EHI_125850	EHI_125850A	mRNA	49370	51502	51334	51390	-
DS571165	EHI_199120	EHI_199120A	mRNA	112295	114020	112423	112511	+
DS571165	EHI_199120	EHI_199120A	mRNA	112295	114020	113828	113886	+
DS571186	EHI_000600	EHI_000600A	mRNA	46633	48635	48159	48214	-
DS571170	EHI_131260	EHI_131260A	mRNA	101687	105426	101765	101823	+
DS571145	EHI_151420	EHI_151420A	mRNA	59845	62556	62014	62082	-
DS571183	EHI_118170	EHI_118170A	mRNA	62972	64196	63569	63766	-
DS571183	EHI_118170	EHI_118170A	mRNA	62972	64196	64124	64193	-
DS571232	EHI_074120	EHI_074120A	mRNA	38696	39425	39164	39215	-
DS571384	EHI_192740	EHI_192740A	mRNA	3181	4221	3368	3433	+
DS571156	EHI_183120	EHI_183120A	mRNA	105749	108999	107200	107279	-
DS571150	EHI_068480	EHI_068480A	mRNA	128582	128985	128738	128823	+
DS571167	EHI_159580	EHI_159580A	mRNA	44957	47272	46656	46709	-
DS571158	EHI_103610	EHI_103610A	mRNA	80523	82464	81915	82047	-
DS571147	EHI_045510	EHI_045510A	mRNA	163833	164721	164460	164502	-
DS571327	EHI_035960	EHI_035960A	mRNA	18228	19682	19547	19591	-
DS571869	EHI_157020	EHI_157020A	mRNA	673	1271	822	844	+
DS571204	EHI_105230	EHI_105230A	mRNA	36361	37271	37096	37151	-
DS571218	EHI_150110	EHI_150110A	mRNA	8755	9703	9301	9385	-
DS571218	EHI_150110	EHI_150110A	mRNA	8755	9703	9524	9583	-
DS571189	EHI_174670	EHI_174670A	mRNA	25818	26597	25904	25948	+
DS571189	EHI_174670	EHI_174670A	mRNA	25818	26597	26057	26110	+
DS571222	EHI_136350	EHI_136350A	mRNA	23796	24422	24042	24158	+
DS571800	EHI_047620	EHI_047620A	mRNA	1719	2896	2391	2431	-
DS571271	EHI_078250	EHI_078250A	mRNA	26136	27279	27050	27092	-
DS571351	EHI_019170	EHI_019170A	mRNA	16984	18244	17072	17130	-
DS571351	EHI_019170	EHI_019170A	mRNA	16984	18244	18124	18182	-
DS571154	EHI_178640	EHI_178640A	mRNA	57723	58031	57881	57934	-
DS571317	EHI_191900	EHI_191900A	mRNA	2073	4448	3965	4018	-
DS571317	EHI_191900	EHI_191900A	mRNA	2073	4448	4323	4382	-
DS571653	EHI_165770	EHI_165770A	mRNA	901	1653	979	1032	+
DS571653	EHI_165770	EHI_165770A	mRNA	901	1653	1129	1179	+
DS571302	EHI_065300	EHI_065300A	mRNA	22492	23520	22597	22655	+
DS571302	EHI_065300	EHI_065300A	mRNA	22492	23520	22918	22963	+
DS571370	EHI_053450	EHI_053450A	mRNA	6216	6593	6409	6462	+
DS571149	EHI_050680	EHI_050680A	mRNA	93579	94780	93799	93865	-
DS571149	EHI_050680	EHI_050680A	mRNA	93579	94780	94429	94480	-
DS571325	EHI_109010	EHI_109010A	mRNA	16053	17111	16492	16545	+
DS571357	EHI_115290	EHI_115290A	mRNA	5207	6027	5327	5374	-
DS571357	EHI_115290	EHI_115290A	mRNA	5207	6027	5684	5736	-
DS571173	EHI_087600	EHI_087600A	mRNA	40434	41602	40552	40607	+
DS571855	EHI_088330	EHI_088330A	mRNA	2001	3176	2958	3011	-
DS571168	EHI_013220	EHI_013220A	mRNA	92279	93049	92600	92833	+
DS571220	EHI_174220	EHI_174220A	mRNA	43526	44224	43919	43971	+
DS571358	EHI_036560	EHI_036560A	mRNA	13646	13964	13852	13900	+
DS571415	EHI_095480	EHI_095480A	mRNA	14793	16103	15695	15766	-
DS571415	EHI_095480	EHI_095480A	mRNA	14793	16103	15849	15902	-
DS571186	EHI_000250	EHI_000250A	mRNA	2846	4387	2936	2985	+
DS571447	EHI_172380	EHI_172380A	mRNA	115	1028	136	218	-
DS571181	EHI_004190	EHI_004190A	mRNA	8277	10467	10110	10161	-
DS571210	EHI_001120	EHI_001120A	mRNA	47828	48561	48048	48133	-
DS571210	EHI_001120	EHI_001120A	mRNA	47828	48561	48280	48366	-
DS571172	EHI_014390	EHI_014390A	mRNA	103715	106092	104467	105095	+
DS571183	EHI_117860	EHI_117860A	mRNA	10654	18618	17366	17407	+
DS572384	EHI_091840	EHI_091840A	mRNA	65	1188	1069	1148	+
DS571324	EHI_011240	EHI_011240A	mRNA	17817	18663	17943	18055	+
DS571324	EHI_011240	EHI_011240A	mRNA	17817	18663	18230	18273	+
DS571298	EHI_145480	EHI_145480A	mRNA	22067	22922	22349	22396	-
DS571298	EHI_145480	EHI_145480A	mRNA	22067	22922	22503	22551	-
DS571259	EHI_041930	EHI_041930A	mRNA	5142	5647	5536	5585	+
DS571263	EHI_168330	EHI_168330A	mRNA	25175	25581	25193	25260	-
DS571149	EHI_050650	EHI_050650A	mRNA	79756	85509	84373	84483	-
DS571386	EHI_097600	EHI_097600A	mRNA	8981	9674	9236	9299	-
DS571266	EHI_028990	EHI_028990A	mRNA	25689	26103	25845	25899	-
DS571219	EHI_168830	EHI_168830A	mRNA	3918	4629	4292	4496	-
DS571253	EHI_030050	EHI_030050A	mRNA	501	1779	1290	1341	+
DS571260	EHI_139030	EHI_139030A	mRNA	37079	38179	37901	38086	-
DS571195	EHI_005010	EHI_005010A	mRNA	50555	51472	50919	51004	-
DS571195	EHI_005010	EHI_005010A	mRNA	50555	51472	51088	51173	-
DS571195	EHI_005010	EHI_005010A	mRNA	50555	51472	51276	51329	-
DS571195	EHI_005010	EHI_005010A	mRNA	50555	51472	51390	51445	-
DS571209	EHI_192510	EHI_192510A	mRNA	33726	36066	35274	35529	+
DS571278	EHI_058500	EHI_058500A	mRNA	18269	19320	18787	18860	+
DS571331	EHI_170470	EHI_170470A	mRNA	21425	22133	21973	22036	-
DS571145	EHI_153540	EHI_153540A	mRNA	461988	462303	462097	462145	-
DS571145	EHI_153540	EHI_153540A	mRNA	461988	462303	462212	462292	-
DS571332	EHI_200230	EHI_200230A	mRNA	29194	31178	30856	30908	-
DS571421	EHI_128440	EHI_128440A	mRNA	6372	7420	6743	6798	-
DS571179	EHI_093930	EHI_093930A	mRNA	57141	59449	59204	59253	-
DS571762	EHI_196070	EHI_196070A	mRNA	72	1429	999	1270	+
DS571145	EHI_153570	EHI_153570A	mRNA	465688	466827	465766	465927	+
DS571228	EHI_161040	EHI_161040A	mRNA	45819	46407	46136	46181	-
DS571181	EHI_004400	EHI_004400A	mRNA	37468	37989	37789	37884	-
DS571204	EHI_104940	EHI_104940A	mRNA	8098	9102	8801	8845	-
DS571431	EHI_179350	EHI_179350A	mRNA	10483	11246	10942	10994	-
DS571178	EHI_008070	EHI_008070A	mRNA	63056	64556	63312	63357	+
DS571384	EHI_192780	EHI_192780A	mRNA	9492	10333	9618	9796	+
DS571278	EHI_058670	EHI_058670A	mRNA	28622	30230	28816	28868	-
DS571278	EHI_058670	EHI_058670A	mRNA	28622	30230	29140	29192	-
DS571278	EHI_058670	EHI_058670A	mRNA	28622	30230	29470	29544	-
DS571278	EHI_058670	EHI_058670A	mRNA	28622	30230	29640	29692	-
DS571278	EHI_058670	EHI_058670A	mRNA	28622	30230	30017	30095	-
DS571168	EHI_012970	EHI_012970A	mRNA	21956	22395	22289	22335	-
DS571337	EHI_079270	EHI_079270A	mRNA	19231	19907	19465	19517	-
DS571322	EHI_055700	EHI_055700A	mRNA	10892	11769	11444	11652	-
DS571200	EHI_010120	EHI_010120A	mRNA	61739	62753	62024	62072	+
DS571482	EHI_196570	EHI_196570A	mRNA	8563	9230	9065	9117	-
DS571453	EHI_067270	EHI_067270A	mRNA	12986	13548	13468	13511	-
DS571603	EHI_145150	EHI_145150A	mRNA	2680	4459	2976	3045	+
DS571442	EHI_175920	EHI_175920A	mRNA	789	4091	3550	3597	-
DS571238	EHI_053050	EHI_053050A	mRNA	16765	17405	16769	16824	+
DS571238	EHI_053050	EHI_053050A	mRNA	16765	17405	16957	17007	+
DS571193	EHI_134820	EHI_134820A	mRNA	67380	69084	67586	67640	-
DS571186	EHI_000450	EHI_000450A	mRNA	25909	27282	26089	26145	+
DS571228	EHI_161050	EHI_161050A	mRNA	46586	48498	46803	46858	+
DS571172	EHI_014130	EHI_014130A	mRNA	58634	59576	59311	59362	-
DS571193	EHI_134470	EHI_134470A	mRNA	18718	22802	19035	19174	-
DS571261	EHI_031310	EHI_031310A	mRNA	28359	31194	30951	31023	-
DS571146	EHI_148420	EHI_148420A	mRNA	70326	72424	71525	71592	-
DS571348	EHI_020880	EHI_020880A	mRNA	13404	14116	13759	13808	-
DS571166	EHI_126870	EHI_126870A	mRNA	3149	3466	3366	3422	-
DS571247	EHI_016420	EHI_016420A	mRNA	25156	26067	25280	25332	-
DS571247	EHI_016420	EHI_016420A	mRNA	25156	26067	25810	25858	-
DS571321	EHI_046610	EHI_046610A	mRNA	6485	7577	6613	6690	+
DS571321	EHI_046610	EHI_046610A	mRNA	6485	7577	6853	6919	+
DS571166	EHI_127090	EHI_127090A	mRNA	39420	41351	39499	39561	-
DS571309	EHI_054200	EHI_054200A	mRNA	20733	22051	21153	21214	+
DS571166	EHI_126860	EHI_126860A	mRNA	1434	1740	1621	1675	-
DS571147	EHI_045280	EHI_045280A	mRNA	119681	120810	120193	120386	-
DS571843	EHI_184000	EHI_184000A	mRNA	807	1424	1123	1179	-
DS571284	EHI_070740	EHI_070740A	mRNA	25479	26536	25502	25557	+
DS571275	EHI_081330	EHI_081330A	mRNA	20217	20920	20276	20337	+
DS571186	EHI_000670	EHI_000670A	mRNA	55354	56178	55885	55941	-
DS571186	EHI_000670	EHI_000670A	mRNA	55354	56178	56034	56090	-
DS571203	EHI_135200	EHI_135200A	mRNA	55199	55882	55597	55644	-
DS571182	EHI_010700	EHI_010700A	mRNA	70417	71392	70741	70792	+
DS571275	EHI_081400	EHI_081400A	mRNA	29336	31019	30809	30866	-
DS571243	EHI_140520	EHI_140520A	mRNA	9595	10145	9916	9966	-
DS571243	EHI_140520	EHI_140520A	mRNA	9595	10145	10029	10075	-
DS571233	EHI_025270	EHI_025270A	mRNA	12197	12810	12200	12255	+
DS571165	EHI_198900	EHI_198900A	mRNA	70726	72062	71114	71169	+
DS571271	EHI_078170	EHI_078170A	mRNA	7932	13671	13151	13205	-
DS571561	EHI_042710	EHI_042710A	mRNA	3991	5020	4329	4397	+
DS571561	EHI_042710	EHI_042710A	mRNA	3991	5020	4565	4616	+
DS571259	EHI_042220	EHI_042220A	mRNA	39370	40041	39707	39757	-
DS571207	EHI_169930	EHI_169930A	mRNA	27311	28247	28044	28095	+
DS571357	EHI_115340	EHI_115340A	mRNA	13983	17186	14034	14087	+
DS571179	EHI_093780	EHI_093780A	mRNA	21735	22902	21773	21818	+
DS571594	EHI_093350	EHI_093350A	mRNA	3806	4493	4187	4241	+
DS571215	EHI_027520	EHI_027520A	mRNA	15368	16054	15629	15687	-
DS571215	EHI_027520	EHI_027520A	mRNA	15368	16054	15928	15976	-
DS571152	EHI_049370	EHI_049370A	mRNA	15041	15341	15047	15101	+
DS571391	EHI_034590	EHI_034590A	mRNA	11782	12634	12185	12326	+
DS571168	EHI_013140	EHI_013140A	mRNA	73103	76776	76079	76125	-
DS571542	EHI_200960	EHI_200960A	mRNA	5511	7439	6521	6581	-
DS571542	EHI_200960	EHI_200960A	mRNA	5511	7439	6715	6776	-
DS571635	EHI_149530	EHI_149530A	mRNA	112	1919	130	188	-
DS571186	EHI_000640	EHI_000640A	mRNA	51956	52493	52203	52248	-
DS571145	EHI_153670	EHI_153670A	mRNA	483937	485620	484211	484364	+
DS571157	EHI_197170	EHI_197170A	mRNA	70869	71600	71186	71260	+
DS571203	EHI_135050	EHI_135050A	mRNA	30326	32004	30451	30514	-
DS571203	EHI_135050	EHI_135050A	mRNA	30326	32004	30870	30922	-
DS571203	EHI_135050	EHI_135050A	mRNA	30326	32004	31349	31407	-
DS571173	EHI_087410	EHI_087410A	mRNA	20341	20925	20361	20657	+
DS571605	EHI_167940	EHI_167940A	mRNA	2745	5476	5224	5294	-
DS571248	EHI_200720	EHI_200720A	mRNA	18988	19347	19177	19254	-
DS571162	EHI_155280	EHI_155280A	mRNA	29756	31043	30372	30423	-
DS571253	EHI_030160	EHI_030160A	mRNA	20585	21049	20694	20750	+
DS571487	EHI_046260	EHI_046260A	mRNA	3382	4764	3645	3689	-
DS571185	EHI_104680	EHI_104680A	mRNA	72234	73114	72263	72321	-
DS571173	EHI_087420	EHI_087420A	mRNA	25865	28508	28040	28090	-
DS571173	EHI_087420	EHI_087420A	mRNA	25865	28508	28406	28484	-
DS571400	EHI_091540	EHI_091540A	mRNA	16070	16954	16268	16315	-
DS571400	EHI_091540	EHI_091540A	mRNA	16070	16954	16445	16489	-
DS571321	EHI_046670	EHI_046670A	mRNA	22974	23997	23008	23071	-
DS571150	EHI_067930	EHI_067930A	mRNA	24307	26069	24545	24597	+
DS571259	EHI_042230	EHI_042230A	mRNA	41057	43619	41183	41241	+
DS571259	EHI_042230	EHI_042230A	mRNA	41057	43619	41551	41598	+
DS571546	EHI_025100	EHI_025100A	mRNA	4302	5964	4647	4794	+
DS571280	EHI_001940	EHI_001940A	mRNA	32129	32764	32278	32448	-
DS571200	EHI_010030	EHI_010030A	mRNA	46287	46612	46405	46454	-
DS571272	EHI_178090	EHI_178090A	mRNA	32134	33407	32259	32314	-
DS571257	EHI_156420	EHI_156420A	mRNA	41592	42869	42461	42532	+
DS571162	EHI_155470	EHI_155470A	mRNA	63395	63867	63483	63547	-
DS571227	EHI_005910	EHI_005910A	mRNA	12791	15693	12798	12860	+
DS571227	EHI_005910	EHI_005910A	mRNA	12791	15693	13005	13078	+
DS571167	EHI_159550	EHI_159550A	mRNA	42419	43090	42601	42699	+
DS571518	EHI_127680	EHI_127680A	mRNA	4517	5191	4964	5053	-
DS571182	EHI_010600	EHI_010600A	mRNA	47435	48635	47665	47713	-
DS571265	EHI_193490	EHI_193490A	mRNA	36700	37429	36796	36844	+
DS571326	EHI_166470	EHI_166470A	mRNA	23554	24595	24343	24415	+
DS571291	EHI_179890	EHI_179890A	mRNA	15358	17101	15559	15613	+
DS571183	EHI_118220	EHI_118220A	mRNA	70666	71307	70730	70864	+
DS572244	EHI_113690	EHI_113690A	mRNA	305	678	588	637	+
DS571147	EHI_044620	EHI_044620A	mRNA	23972	24471	24102	24232	+
DS571195	EHI_004860	EHI_004860A	mRNA	28853	29493	29045	29133	+
DS571145	EHI_151720	EHI_151720A	mRNA	128892	130316	130123	130182	-
DS571528	EHI_029370	EHI_029370A	mRNA	7666	8276	7955	8017	-
DS571213	EHI_062690	EHI_062690A	mRNA	34294	34872	34714	34800	-
DS571293	EHI_117620	EHI_117620A	mRNA	17290	18264	17366	17432	+
DS571293	EHI_117620	EHI_117620A	mRNA	17290	18264	17875	17924	+
DS571451	EHI_018640	EHI_018640A	mRNA	13346	14998	14833	14886	-
DS571145	EHI_153740	EHI_153740A	mRNA	496068	496534	496222	496274	-
DS571259	EHI_041920	EHI_041920A	mRNA	3249	5018	4743	4802	-
DS571310	EHI_170590	EHI_170590A	mRNA	1043	1668	1530	1582	+
DS571303	EHI_147480	EHI_147480A	mRNA	19503	20208	19638	19692	+
DS571303	EHI_147480	EHI_147480A	mRNA	19503	20208	19856	19912	+
DS571303	EHI_147480	EHI_147480A	mRNA	19503	20208	20033	20092	+
DS571294	EHI_081800	EHI_081800A	mRNA	36352	37348	37067	37118	+
DS571162	EHI_155160	EHI_155160A	mRNA	5523	13158	5585	5639	+
DS571272	EHI_178080	EHI_178080A	mRNA	30832	32043	31813	31860	-
DS571292	EHI_042980	EHI_042980A	mRNA	23800	25614	24075	24323	+
DS571292	EHI_042980	EHI_042980A	mRNA	23800	25614	25001	25033	+
DS571213	EHI_062520	EHI_062520A	mRNA	15062	16789	16356	16411	-
DS571213	EHI_062520	EHI_062520A	mRNA	15062	16789	16630	16696	-
DS571234	EHI_059850	EHI_059850A	mRNA	30058	30944	30734	30777	+
DS571306	EHI_201080	EHI_201080A	mRNA	2335	6514	5805	5862	-
DS571306	EHI_201080	EHI_201080A	mRNA	2335	6514	6031	6099	-
DS571306	EHI_201080	EHI_201080A	mRNA	2335	6514	6313	6354	-
DS571167	EHI_159830	EHI_159830A	mRNA	93049	93755	93221	93278	+
DS571167	EHI_159830	EHI_159830A	mRNA	93049	93755	93534	93589	+
DS571167	EHI_159830	EHI_159830A	mRNA	93049	93755	93625	93691	+
DS571307	EHI_088030	EHI_088030A	mRNA	7030	9097	8368	8416	-
DS571149	EHI_051090	EHI_051090A	mRNA	182236	182916	182680	182731	-
DS571149	EHI_051090	EHI_051090A	mRNA	182236	182916	182853	182911	-
DS571149	EHI_050460	EHI_050460A	mRNA	42845	43509	43199	43341	+
DS571197	EHI_006880	EHI_006880A	mRNA	44699	45244	44776	44829	-
DS571197	EHI_006880	EHI_006880A	mRNA	44699	45244	44967	45107	-
DS571268	EHI_035240	EHI_035240A	mRNA	36990	37821	37019	37151	-
DS571175	EHI_177010	EHI_177010A	mRNA	13110	14937	13295	13343	+
DS571175	EHI_177010	EHI_177010A	mRNA	13110	14937	13994	14101	+
DS571175	EHI_177010	EHI_177010A	mRNA	13110	14937	14197	14269	+
DS571175	EHI_177010	EHI_177010A	mRNA	13110	14937	14588	14634	+
DS571335	EHI_091130	EHI_091130A	mRNA	27721	28936	28100	28238	+
DS571314	EHI_057660	EHI_057660A	mRNA	6805	8275	6965	7017	-
DS571314	EHI_057660	EHI_057660A	mRNA	6805	8275	7261	7325	-
DS571194	EHI_021480	EHI_021480A	mRNA	58797	59492	59295	59354	-
DS571288	EHI_181290	EHI_181290A	mRNA	41444	42413	42170	42220	-
DS571200	EHI_009940	EHI_009940A	mRNA	30912	31601	30915	30959	+
DS571200	EHI_009940	EHI_009940A	mRNA	30912	31601	31110	31296	+
DS571182	EHI_010580	EHI_010580A	mRNA	44446	45710	45067	45124	-
DS571182	EHI_010580	EHI_010580A	mRNA	44446	45710	45242	45315	-
DS571182	EHI_010580	EHI_010580A	mRNA	44446	45710	45452	45522	-
DS571164	EHI_069360	EHI_069360A	mRNA	68080	69361	69192	69252	+
DS571161	EHI_141910	EHI_141910A	mRNA	61730	62068	61868	61936	-
DS571150	EHI_068550	EHI_068550A	mRNA	146442	148624	148287	148354	+
DS571522	EHI_085700	EHI_085700A	mRNA	4239	5138	4865	5011	-
DS571313	EHI_056400	EHI_056400A	mRNA	8207	9762	8313	8369	+
